Schedule,Paragraph,Description,H-S Extra,Specific_HS,Units_HS,Ad_Valorem_HS,Extra,Specific_Geneva,Units_Geneva,Ad_Valorem_Geneva,Specific_Annecy,Units_Annecy,Ad_Valorem_Annecy,Specific_Torquay,Units_Torquay,Ad_Valorem_Torquay
1,,"Giue size and fish glue, nspf, valued per pound: 40 cents or more",,,,25,,4,1,12.5,,,,4,1,12.5
1,,Isinglass,,,,25,,,,25,,,,,,25
1,,"Manufactures wholly or in chief value of gelatin, glue, or glue size",,,,25,,,,15,,,,,,15
1,,Pectin,,,,25,,,,25,,,,,,12.5
1,42,Glycerin: Crude,,1,1,,,0.4,1,,,,,0.4,1,
1,,Glycerin: Refined,,2,1,,,1,1,,,,,1,1,
1,43,Drawing ink,,,,15,,,,,,,,,,7.5
1,,"Ink and ink powders, nspf",,,,10,,,,,,,,,,5
1,44,"Iodine, resublimed",,10,1,,,,,,,,,5,1,
1,46,Lead acetate: White,HS: paragraph45 Bromine and all bromine compunds nspf 10 cents per pound,2.5,1,,,,,,,,,1.25,1,
1,,"Lead acetate: Brown, gray or yellow",,2,1,,,,,,,,,1,1,
1,,"Lead arsenate, lead nitrate, and lead resinate",,3,1,,,,,,,,,1.5,1,
1,,Lead compounds nspf,,,,30,,,,15,,,,,,15
1,47,"Extracts of licorice, in pastes, rolls, or other forms",,,,20,,,,,,,,,,12.5
1,48,Citrate of lime,,7,1,,,3.5,1,,,,,3.5,1,
1,,"Juice of lemons, limes, oranges, or other citrus fruits, unfit for beverage purposes",,5,1,,,1.25,1,,,,,1.25,1,
1,49,"Magnesium carbonate, precipitated",,1.5,1,,,0.5,1,,,,,0.5,1,
1,,Magnesium oxide or calcined magnesia,,7,1,,,2.5,1,,,,,2.5,1,
1,,Magnesium sulphate or Epsom salts,,0.75,1,,,,,,,,,0.375,1,
1,,Manufactures of carbonate of magnesia,"HS: chloride, anhydrous 1 cent per pound; chloride nspf 6.25 censt per pound",2,1,,,,,,,,,1,1,
1,50,"Manganese borate, and manganese resinate",HS: no differentiation,,,25,,,,20,,,,,,12.5
1,,"Manganese compounds and salts, nspf",,,,25,,,,20,,,,,,20
1,,Manganese sulphate,,,,25,,,,12.5,,,,,,12.5
1,51,Menthol,"HS: special treatment, see details in the original file",50,1,,,40,1,,,,,40,1,
1,52,Herring oil,,5,2,,,1.25,2,,,,,1.25,2,
1,,Menhaden oil,,5,2,,,2.5,2,,,,,2.5,2,
1,,Seal oil,,6,2,,,3,2,,,,,3,2,
1,,Sod oil,,5,2,,,3,2,,,,,3,2,
1,,Spermaceti wax,,6,1,,,2.5,1,,,,,2.5,1,
1,,"Sperm oil, crude",,10,2,,,1.25,2,,,,,1.25,2,
1,,"Sperm oil, refined or otherwise processed",,14,2,,,3.5,2,,,,,3.5,2,
1,,Whale oil,,5,2,,,3,2,,,,,3,2,
1,,Wool grease: Containing more than 2% of free fatty acids,,1,1,,,0.5,1,,,,,0.5,1,
1,,Wool grease: Containing 2% or less of free fatty acids and not suitable for medicinal use,,2,1,,,1,1,,,,,1,1,
1,,"Wool grease: Suitable for medicinal use, including adeps lanae, hydrous or anhydrous",,3,1,,,2,1,,,,,2,1,
1,52,"Animal and fish fats, greases, and oils, nspf: Dogfish and other shark oils, and dogfish-liver and other shark-liver oils",,,,20,,,,5,,,,,,5
1,,"Animal and fish fats, greases, and oils, nspf: Other (except neatsfoot oil and animal oils known as neatsfoot stock)",,,,20,,,,10,,,,,,10
1,53,Castor oil,"HS: hempseed 1.5 cents per pound; linsee or flaxseed, and combinations and mixtures in chief value of such oil 4.5 cents per pound",3,1,,,1.5,1,,,,,1.5,1,
1,,"Olive oil, weighing with the immediate container less than 40 pounds",,9.5,1,,On contents and container.,,,,4.75,1,,4.75,1,
1,,"Olive oil, nspf",,6.5,1,,,,,,3.25,1,,3.25,1,
1,,Poppy seed oil,,2,1,,,1,1,,,,,1,1,
1,,Rapeseed oil,,6,2,,,,,,,,,5.75,2,
1,,"Expressed or extracted vegetable oils, nspf: Kapok seed","HS: no further differentiation, all the remaining subparagraphs are included in ""other"" therfire are under a uniform tax rate.",,,20,Geneva lists specific products.,,,10,,,,,,10
1,, ,,,,20,Geneva lists specific products.,,,20,,,,,,10
1,,"Expressed or extracted vegetable oils, nspf: Corn or maize: Valued over 15 cents but not over 30 cents per pound",,,,20,Geneva lists specific products.,3,1,,,,,,,10
1,,"Expressed or extracted vegetable oils, nspf: Corn or maize: Valued over 30 per pound",,,,20,Geneva lists specific products.,,,10,,,,,,10
1,,"Expressed or extracted vegetable oils, nspf: Other (except sunflower oil)",,,,20,Geneva lists specific products.,,,,,,,,,10
1,54,Coconut oil,,2,1,,,1,1,,,,,1,1,
1,,Cottonseed oil,,3,1,,,3,1,,,,,3,1,
1,,Palm-kernel oil,HS: peanut oil 4 censt per pound,1,1,,,0.5,1,,,,,0.5,1,
1,,Sesame oil,,3,1,,,2,1,,,,,2,1,
1,,Soy-bean oil: Valued under 13-1/3 cents per pound,HS: No less than 45% and also no differentiation,3.5,1,,Missing from Torquay.,3,1,,,,,,,
1,,Soy-bean oil: Valued over 13-1/3 cents per pound,,3.5,1,,Missing from Torquay.,,,22.5,,,,,,
1,55,"Alizarin assistant, soaps made in whole or in part from castor oil, soluble greases, sulphonated castor oil, other sulphonated animal or vegetable oils, and Turkey red oil; all the foregoing, in whatever form, suitable for use in the processes of dyeing, finishing, softening, or tanning, nspf","HS: Paragraph56 Hydrogenated or hardened oils and fats 4 cents per pound; other oils and fats. The composition and properties of which have been changed by vulcanizing, oxidizing, chlorinating, nitrating, or any other chemical process, and not specially provided for, 20%; Paragraph 57 combinations of animal, etc, oils 25%",,,35,,,,,,,,,,17.5
1,58,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Clove",,,,25,,,,7.5,,,,,,6.25
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Eucalyptus",,,,15,,,,7.5,,,,,,7.5
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Grapefruit",,,,25,,,,12.5,,,,,,12.5
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Lemon",,,,25,,,,,,,17.5,,,17.5
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Orange",,,,25,,,,12.5,,,,,,12.5
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Patchouli",,,,25,,,,12.5,,,,,,6.25
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Peppermint, derived from mentha arvensis",,,,25,,,,12.5,,,,,,12.5
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Sandalwood",,,,25,,,,10,,,,,,10
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Nspf: Vetivert",,,,25,Geneva: Has one extra product.,,,7.5,,,6.25,,,6.25
,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Nspf: Cornmint",,,,25,Geneva: Has one extra product.,,,12.5,,,,,,6.25
1,,"Oils, distilled or essential, not mixed or compounded with or containing alcohol: Nspf: Other",,,,25,Geneva: Has one extra product.,,,7.5,,,,,,6.25
1,59,Opium containing of anhydrous morphine: 8.5% or more but not over 10%,"HS: no differentation on the percentage, but other products are also included in this paragraph, see details in original file",6,3,,,,,,,,,90,1,
1,,Opium containing of anhydrous morphine: Over 10% but not over 16-2/3%,,6,3,,of anhydrous morphine content ,,,,,,,9,3,
1,,Opium containing of anhydrous morphine: Over 16-2/3%,,6,3,,,,,,,,,1.5,3,
1,60,"Perfume materials, not containing over 10% of alcohol: Ambergris",HS: different description,,,20,Geneva: and musch gained or in pods.,,,10,,,,,,10
1,,"Perfume materials, not containing over 10% of alcohol: Geraniol, not mixed and not compounded, and nspf",,,,,,,,15,,,,,,15
1,,"Perfume materials, not containing over 10% of alcohol: Mixtures or combinations containing essential or distilled oils, or natural or synthetic odoriferous or aromatic substances",,40,1,50,,30,1,20,,,,20,1,15
1,,"Perfume materials, not containing over 10% of alcohol: Natural or synthetic odoriferous or aromatic chemicals, not mixed and not compounded, and nspf: Hydroxycitronellal",,,,45,,,,15,,,,,,15
1,,"Perfume materials, not containing over 10% of alcohol: Natural or synthetic odoriferous or aromatic chemicals, not mixed and not compounded, and nspf: Other (not including anethol, citral, heliotropin, ionone, rhodinol, safrol, or terpineol, and except linalyl acetate)",,,,45,"Geneva: does not have the ""not including"" part, but does have the ""except"" part.",,,30,,,,,,30
1,61,Bath salts: Not perfumed,,,,25,,,,15,,,,,,15
1,,Bath salts: Perfumed (whether or not having medicinal properties),,,,75,,,,20,,,,,,20
1,,"Perfumery, including cologne and other toilet waters, articles of perfumery, whether in sachets or otherwise, and all preparations used as applications to the hair, mouth, skin, or teeth, such as cosmetics, dentifrices, tooth soaps, pastes, theatrical grease paints, pomades, powders, and other toilet preparations, all the foregoing: Not containing alcohol",,,,75,,,,20,,,,,,18.75
1,,"Perfumery, including cologne and other toilet waters, articles of perfumery, whether in sachets or otherwise, and all preparations used as applications to the hair, mouth, skin, or teeth, such as cosmetics, dentifrices, tooth soaps, pastes, theatrical grease paints, pomades, powders, and other toilet preparations, all the foregoing: Containing alcohol",,40,1,,,30,1,20,,,,20,1,18.75
1,62,"Bay rum or bay water, whether distilled or compounded",,40,1,60,,20,1,30,,,,20,1,30
1,,"Floral or flower waters containing no alcohol, nspf",,,,20,,,,5,,,,,,5
1,63,Phosphorus,,8,1,20,,,,,,,,4,1,
1,,Phosphorus oxychloride,,6,1,,,,,,,,,3,1,
1,64,"Plasters, healing or curative, of all kinds, and courtplaster",,,,20,,,,10,,,,,,10
1,65.a.2,"Colors, paints, and pigments, commonly known as artists', children's, school, or students' colors or paints: In cakes, jars, pans, tubes, or other forms, not over 1-1/2 pounds net weight each, valued 20 cents or more per dozen pieces, and not assembled in color outfits, kits, or paint sets: In jars or tubes","HS: paragraph 65.a.1. In tubes, jars, cakes, pans, or other forms, not exceeding one and one half pounds net weight each, and valued at 20 cents or more per dozen pieces, and not assembled in paint sets, kits, or color outfits, three-fourths of 1 cent per tube, jar, cake, pan or other form. ",2,12,40,,2,12,12.5,,,,2,12,12.5
1,,"Colors, paints, and pigments, commonly known as artists', children's, school, or students' colors or paints: In cakes, jars, pans, tubes, or other forms, not over 1-1/2 pounds net weight each, valued 20 cents or more per dozen pieces, and not assembled in color outfits, kits, or paint sets: In cakes, pans, or other forms",,,,40,,1.25,13,12.5,,,,1.25,13,12.5
1,65.a.3,"Colors, paints, and pigments, commonly known as artists', children's, school, or students' colors or paints: In cakes, jars, pans, tubes, or other forms, not over 1-1/2 pounds net weight each, when assembled in color outfits, kits, or paint sets, with or without brushes, outline drawings, stencils, water pans, or other articles",,,,70,On the value as assembled.,,,50,,,,,,35
1,65.a.4,"Colors, paints, and pigments, commonly known as artists', children's, school, or students' colors or paints: In bulk, or in any form over 1-1/2 pounds net weight each",,8.25,4,,,2.5,4,,,,,2.5,4,
1,66,"Colors, paints (including enamel paints), pigments, and stains, whether dry, mixed, or ground in or mixed with water, oil, or solutions other than oil, nspf (except Vandyke brown pigment or Cassel earth pigment)",,,,25,"Geneva: does not have ""(except Vandyke brown pigment or Cassel earth pigment)"" part.",,,12.5,,,,,,12.5
1,67,Barytes ore: Crude or umanufactured,,4,8,,,3.5,8,,,,,3,8,
1,,Barytes ore: Ground or otherwise manufactured,,7.5,8,,,,,,,,,6.5,8,
1,,Precipitated barium sulphate or blanc fixe,,1.25,1,,,,,,,,,0.625,1,
1,68,"Blue pigments and all blues containing iron ferrocyanide or iron ferricyanide, dry, in pulp, or ground in or mixed with oil or water",,8,1,,,5,1,,,,,4,1,
1,,"Ultramarine blue, dry, in pulp, or ground in or mixed with oil or water, and wash and all other blues containing ultramarine; all the foregoing, regardless of value","HS: if valued at more than 10 cents per pound, 4 cents per pound; if valued at 10 cents per pound or less, 3 cents per pound",,,,,2.5,1,,,,,2.5,1,
1,69,"Decolorizing, deodorizing, or gas-absorbing carbons and chars, whether or not activated, and all activated carbons and chars",HS: Bone black or bone char and blood char 20%,,,45,,,,25,,,,,,22.5
1,70,"Chrome green, chrome yellow, and other colors containing chromium, dry, in pulp, or ground in or mixed with oil or water",,,,25,,,,,,,,,,12.5
1,71,"Gas black, lampblack, and all other black pigments, by whatever name known, dry or ground in or mixed with oil or water, and nspf: Acetylene black and gas black (including carbon black)",HS: no differentiation,,,20,,,,,,,,,,5
1,,"Gas black, lampblack, and all other black pigments, by whatever name known, dry or ground in or mixed with oil or water, and nspf: Other",,,,20,,,,,,,,,,10
1,72,Litharge,,2.5,1,,,2.25,1,,,,,1.25,1,
1,,Orange mineral,,3,1,,,2,1,,,,,2,1,
1,,Red lead,,2.75,1,,,1.875,1,,,,,1.875,1,
1,,White lead,,2.5,1,,,2.1,1,,,,,1.05,1,
1,,"Pigments containing lead, dry, in pulp, or ground in or mixed with oil or water, nspf: In chief value of suboxide of lead, valued per pound: Under 10 cents","HS: no further differentiation, all categories are list under ""all"", so a uniform tax rate is used",,,30,,,,30,,,,,,30
1,,"Pigments containing lead, dry, in pulp, or ground in or mixed with oil or water, nspf: In chief value of suboxide of lead, valued per pound: 10 cents or more but not over 20 cents",,,,30,,3,1,,,,,3,1,
1,,"Pigments containing lead, dry, in pulp, or ground in or mixed with oil or water, nspf: In chief value of suboxide of lead, valued per pound: Over 20 cents",,,,30,,,,15,,,,,,15
1,,"Pigments containing lead, dry, in pulp, or ground in or mixed with oil or water, nspf: Other",,,,30,,,,20,,,,,,20
1,73,"Ochers, ground or washed","HS: Ochers, crude or not ground 0.125 cents per pound",0.375,1,,,0.125,1,,,,,0.125,1,
1,,Siennas: Crude or not ground,,0.125,1,,,0.0625,1,,,,,0.0625,1,
1,,Siennas: Ground or washed,,0.375,1,,,0.25,1,,,,,0.25,1,
1,,"Synthetic iron-oxide and iron-hydroxide pigments, nspf","HS: no further differentiation, so I used a uniform tax rate here.",,,20,,,,1,,,,,,10
1,,Umbers: Crude or not ground,,,,20,,0.0625,1,,,,,0.0625,1,
1,,Umbers: Ground or washed,,,,20,,0.1875,1,,,,,0.1875,1,
1,75,Spirit varnishes containing of methyl alcohol: Under 5%,,2.2,9,,,1.1,9,12.5,,,,1.1,9,12.5
1,,Spirit varnishes containing of methyl alcohol: 5% or more,HS: no differentiation,,,25,,,,10,,,,,,10
1,,Varnishes (including so-called gold size or japan) nspf,,,,25,,,,10,,,,,,10
1,76,Cuprous oxide,,,,35,,,,17.5,,,,,,17.5
1,,"Vermilion reds containing quicksilver, dry or ground in or mixed with oil or water",,35,1,,,,,,30,1,,30,1,
1,77,"Lithopone, and other combinations or mixtures of zinc sulphide and barium sulphate containing by weight of zinc sulphide: Under 30%",,1.75,1,,,0.875,1,,,,,0.875,1,
1,,"Lithopone, and other combinations or mixtures of zinc sulphide and barium sulphate containing by weight of zinc sulphide: 30% or more",,1.75,1,15,,0.875,1,7.5,,,,0.875,1,7.5
1,,Zinc oxide and leaded zinc oxides containing not over 25% of lead: Ground in or mixed with oil or water,,2.25,1,,,1,1,,,,,1,1,
1,,Zinc oxide and leaded zinc oxides containing not over 25% of lead: In any form of dry powder,,1.75,1,,,0.6,1,,,,,0.6,1,
1,78,Potassium bicarbonate,"HS: Chromate and dichromate 2.25 cents per pound; citrate 14 cents per pound; chlorate and perchlorate 1.5 cents per pound; nitrate or saltpeter, refined 1 cent per pound",1.5,1,,,,,,,,,1,1,
